Semana,Día,Hora,ID_Persona,Trayectoria_Tipo,Zona,Duracion_Zona_Min,Duracion_Total_Min,Timestamp
1,Lunes (07/09),10:00-11:00,30,Principal,mostradores,5.0,5.0,2025-07-09T10:37:00
1,Lunes (07/09),10:00-11:00,31,Principal,mostradores,6.3,6.3,2025-07-09T10:47:00
1,Lunes (07/09),10:00-11:00,32,Principal,mostradores,7.3,7.3,2025-07-09T10:04:00
1,Lunes (07/09),10:00-11:00,33,Principal,mostradores,7.2,7.2,2025-07-09T10:03:00
1,Lunes (07/09),10:00-11:00,34,Principal,mostradores,5.0,5.0,2025-07-09T10:03:00
1,Lunes (07/09),10:00-11:00,35,Principal,mostradores,8.1,8.1,2025-07-09T10:13:00
1,Lunes (07/09),10:00-11:00,36,Principal,mostradores,9.6,9.6,2025-07-09T10:24:00
1,Lunes (07/09),10:00-11:00,37,Principal,mostradores,9.3,9.3,2025-07-09T10:07:00
1,Lunes (07/09),10:00-11:00,38,Principal,mostradores,8.1,8.1,2025-07-09T10:10:00
1,Lunes (07/09),11:00-12:00,39,Principal,mostradores,5.7,5.7,2025-07-09T11:03:00
1,Lunes (07/09),11:00-12:00,40,Principal,mostradores,5.3,5.3,2025-07-09T11:37:00
1,Lunes (07/09),11:00-12:00,41,Principal,mostradores,5.4,5.4,2025-07-09T11:41:00
1,Lunes (07/09),11:00-12:00,42,Principal,mostradores,5.0,5.0,2025-07-09T11:47:00
1,Lunes (07/09),11:00-12:00,43,Principal,mostradores,7.3,7.3,2025-07-09T11:05:00
1,Lunes (07/09),11:00-12:00,44,Principal,mostradores,6.1,6.1,2025-07-09T11:57:00
1,Lunes (07/09),11:00-12:00,45,Principal,mostradores,7.7,7.7,2025-07-09T11:48:00
1,Lunes (07/09),11:00-12:00,46,Principal,mostradores,5.0,5.0,2025-07-09T11:49:00
1,Lunes (07/09),11:00-12:00,47,Principal,mostradores,5.0,5.0,2025-07-09T11:32:00
1,Lunes (07/09),11:00-12:00,48,Principal,mostradores,6.5,6.5,2025-07-09T11:08:00
1,Lunes (07/09),11:00-12:00,49,Secundaria,mostradores,9.0,12.0,2025-07-09T11:17:00
1,Lunes (07/09),11:00-12:00,50,Principal,mostradores,9.4,9.4,2025-07-09T11:02:00
1,Lunes (07/09),11:00-12:00,51,Principal,mostradores,8.2,8.2,2025-07-09T11:06:00
1,Lunes (07/09),11:00-12:00,52,Principal,mostradores,10.0,10.0,2025-07-09T11:08:00
1,Lunes (07/09),11:00-12:00,53,Principal,mostradores,10.0,10.0,2025-07-09T11:06:00
1,Lunes (07/09),11:00-12:00,54,Principal,mostradores,6.0,6.0,2025-07-09T11:06:00
1,Lunes (07/09),11:00-12:00,55,Principal,mostradores,9.0,9.0,2025-07-09T11:01:00
1,Lunes (07/09),11:00-12:00,56,Principal,mostradores,7.7,7.7,2025-07-09T11:40:00
1,Lunes (07/09),11:00-12:00,57,Secundaria,mostradores,8.1,10.1,2025-07-09T11:34:00
1,Lunes (07/09),11:00-12:00,58,Principal,mostradores,7.5,7.5,2025-07-09T11:19:00
1,Lunes (07/09),11:00-12:00,59,Principal,mostradores,9.4,9.4,2025-07-09T11:33:00
1,Lunes (07/09),11:00-12:00,60,Principal,mostradores,8.7,8.7,2025-07-09T11:43:00
1,Lunes (07/09),11:00-12:00,61,Principal,mostradores,7.9,7.9,2025-07-09T11:38:00
1,Lunes (07/09),11:00-12:00,62,Principal,mostradores,5.0,5.0,2025-07-09T11:08:00
1,Lunes (07/09),11:00-12:00,63,Principal,mostradores,8.2,8.2,2025-07-09T11:01:00
1,Lunes (07/09),11:00-12:00,64,Principal,mostradores,6.2,6.2,2025-07-09T11:32:00
1,Lunes (07/09),11:00-12:00,65,Secundaria,mostradores,6.6,8.6,2025-07-09T11:48:00
1,Lunes (07/09),11:00-12:00,66,Principal,mostradores,7.2,7.2,2025-07-09T11:38:00
1,Lunes (07/09),11:00-12:00,67,Principal,mostradores,7.5,7.5,2025-07-09T11:39:00
1,Lunes (07/09),11:00-12:00,68,Principal,mostradores,10.0,10.0,2025-07-09T11:13:00
1,Lunes (07/09),11:00-12:00,69,Principal,mostradores,6.7,6.7,2025-07-09T11:05:00
1,Lunes (07/09),12:00-13:00,70,Principal,mostradores,8.3,8.3,2025-07-09T12:51:00
1,Lunes (07/09),12:00-13:00,71,Secundaria,mostradores,5.0,7.6,2025-07-09T12:03:00
1,Lunes (07/09),12:00-13:00,72,Principal,mostradores,7.2,7.2,2025-07-09T12:50:00
1,Lunes (07/09),12:00-13:00,73,Principal,mostradores,7.9,7.9,2025-07-09T12:25:00
1,Lunes (07/09),12:00-13:00,74,Principal,mostradores,9.2,9.2,2025-07-09T12:17:00
1,Lunes (07/09),12:00-13:00,75,Exploradora,mostradores,5.2,9.4,2025-07-09T12:25:00
1,Lunes (07/09),12:00-13:00,76,Principal,mostradores,7.1,7.1,2025-07-09T12:46:00
1,Lunes (07/09),12:00-13:00,77,Principal,mostradores,7.3,7.3,2025-07-09T12:30:00
1,Lunes (07/09),12:00-13:00,78,Principal,mostradores,9.2,9.2,2025-07-09T12:15:00
1,Lunes (07/09),12:00-13:00,79,Secundaria,mostradores,5.1,8.1,2025-07-09T12:47:00
1,Lunes (07/09),12:00-13:00,80,Principal,mostradores,7.2,7.2,2025-07-09T12:41:00
1,Lunes (07/09),12:00-13:00,81,Principal,mostradores,6.4,6.4,2025-07-09T12:26:00
1,Lunes (07/09),12:00-13:00,82,Secundaria,mostradores,7.9,10.5,2025-07-09T12:44:00
1,Lunes (07/09),12:00-13:00,83,Principal,mostradores,5.0,5.0,2025-07-09T12:23:00
1,Lunes (07/09),12:00-13:00,84,Principal,mostradores,5.0,5.0,2025-07-09T12:17:00
1,Lunes (07/09),12:00-13:00,85,Principal,mostradores,8.1,8.1,2025-07-09T12:33:00
1,Lunes (07/09),12:00-13:00,86,Principal,mostradores,8.3,8.3,2025-07-09T12:53:00
1,Lunes (07/09),12:00-13:00,87,Principal,mostradores,5.1,5.1,2025-07-09T12:02:00
1,Lunes (07/09),12:00-13:00,88,Principal,mostradores,5.0,5.0,2025-07-09T12:53:00
1,Lunes (07/09),12:00-13:00,89,Principal,mostradores,8.7,8.7,2025-07-09T12:29:00
1,Lunes (07/09),12:00-13:00,90,Principal,mostradores,7.6,7.6,2025-07-09T12:02:00
1,Lunes (07/09),12:00-13:00,91,Secundaria,mostradores,6.5,8.5,2025-07-09T12:45:00
1,Lunes (07/09),12:00-13:00,92,Exploradora,mostradores,8.1,12.4,2025-07-09T12:00:00
1,Lunes (07/09),12:00-13:00,93,Exploradora,mostradores,6.4,10.7,2025-07-09T12:33:00
1,Lunes (07/09),12:00-13:00,94,Principal,mostradores,5.6,5.6,2025-07-09T12:01:00
1,Lunes (07/09),13:00-14:00,95,Principal,mostradores,6.7,6.7,2025-07-09T13:36:00
1,Lunes (07/09),13:00-14:00,96,Secundaria,mostradores,5.0,8.0,2025-07-09T13:46:00
1,Lunes (07/09),13:00-14:00,97,Principal,mostradores,5.1,5.1,2025-07-09T13:21:00
1,Lunes (07/09),13:00-14:00,98,Principal,mostradores,5.6,5.6,2025-07-09T13:19:00
1,Lunes (07/09),13:00-14:00,99,Principal,mostradores,8.8,8.8,2025-07-09T13:45:00
1,Lunes (07/09),13:00-14:00,100,Principal,mostradores,6.2,6.2,2025-07-09T13:53:00
1,Lunes (07/09),13:00-14:00,101,Principal,mostradores,6.6,6.6,2025-07-09T13:33:00
1,Lunes (07/09),13:00-14:00,102,Principal,mostradores,7.8,7.8,2025-07-09T13:18:00
1,Lunes (07/09),13:00-14:00,103,Principal,mostradores,5.0,5.0,2025-07-09T13:11:00
1,Lunes (07/09),13:00-14:00,104,Exploradora,mostradores,10.0,13.5,2025-07-09T13:50:00
1,Lunes (07/09),13:00-14:00,105,Principal,mostradores,5.8,5.8,2025-07-09T13:23:00
1,Lunes (07/09),13:00-14:00,106,Principal,mostradores,5.0,5.0,2025-07-09T13:51:00
1,Lunes (07/09),13:00-14:00,107,Principal,mostradores,8.1,8.1,2025-07-09T13:45:00
1,Lunes (07/09),13:00-14:00,108,Principal,mostradores,5.8,5.8,2025-07-09T13:55:00
1,Lunes (07/09),13:00-14:00,109,Principal,mostradores,6.3,6.3,2025-07-09T13:31:00
1,Lunes (07/09),17:00-18:00,110,Principal,mostradores,9.0,9.0,2025-07-09T17:05:00
1,Lunes (07/09),17:00-18:00,111,Principal,mostradores,7.3,7.3,2025-07-09T17:42:00
1,Lunes (07/09),17:00-18:00,112,Principal,mostradores,7.5,7.5,2025-07-09T17:18:00
1,Lunes (07/09),17:00-18:00,113,Secundaria,mostradores,10.0,12.6,2025-07-09T17:32:00
1,Lunes (07/09),17:00-18:00,114,Principal,mostradores,7.5,7.5,2025-07-09T17:04:00
1,Lunes (07/09),17:00-18:00,115,Principal,mostradores,7.5,7.5,2025-07-09T17:33:00
1,Lunes (07/09),17:00-18:00,116,Principal,mostradores,6.3,6.3,2025-07-09T17:01:00
1,Lunes (07/09),17:00-18:00,117,Principal,mostradores,7.6,7.6,2025-07-09T17:28:00
1,Lunes (07/09),17:00-18:00,118,Principal,mostradores,5.4,5.4,2025-07-09T17:45:00
1,Lunes (07/09),17:00-18:00,119,Principal,mostradores,5.0,5.0,2025-07-09T17:28:00
1,Lunes (07/09),17:00-18:00,120,Principal,mostradores,5.6,5.6,2025-07-09T17:26:00
1,Lunes (07/09),17:00-18:00,121,Exploradora,mostradores,8.1,12.1,2025-07-09T17:28:00
1,Lunes (07/09),17:00-18:00,122,Exploradora,mostradores,6.0,9.8,2025-07-09T17:37:00
1,Lunes (07/09),17:00-18:00,123,Principal,mostradores,7.6,7.6,2025-07-09T17:10:00
1,Lunes (07/09),17:00-18:00,124,Principal,mostradores,8.6,8.6,2025-07-09T17:37:00
1,Lunes (07/09),17:00-18:00,125,Principal,mostradores,5.0,5.0,2025-07-09T17:23:00
1,Lunes (07/09),17:00-18:00,126,Principal,mostradores,7.1,7.1,2025-07-09T17:28:00
1,Lunes (07/09),17:00-18:00,127,Exploradora,mostradores,5.8,9.3,2025-07-09T17:49:00
1,Lunes (07/09),17:00-18:00,128,Principal,mostradores,5.7,5.7,2025-07-09T17:33:00
1,Lunes (07/09),18:00-19:00,129,Principal,mostradores,6.0,6.0,2025-07-09T18:32:00
1,Lunes (07/09),18:00-19:00,130,Principal,mostradores,5.5,5.5,2025-07-09T18:14:00
1,Lunes (07/09),18:00-19:00,131,Principal,mostradores,7.8,7.8,2025-07-09T18:56:00
1,Lunes (07/09),18:00-19:00,132,Principal,mostradores,7.6,7.6,2025-07-09T18:58:00
1,Lunes (07/09),18:00-19:00,133,Principal,mostradores,6.5,6.5,2025-07-09T18:31:00
1,Lunes (07/09),18:00-19:00,134,Principal,mostradores,8.1,8.1,2025-07-09T18:17:00
1,Lunes (07/09),18:00-19:00,135,Principal,mostradores,8.6,8.6,2025-07-09T18:43:00
1,Lunes (07/09),18:00-19:00,136,Principal,mostradores,6.3,6.3,2025-07-09T18:15:00
1,Lunes (07/09),18:00-19:00,137,Secundaria,mostradores,6.0,9.0,2025-07-09T18:26:00
1,Lunes (07/09),18:00-19:00,138,Principal,mostradores,8.5,8.5,2025-07-09T18:04:00
1,Lunes (07/09),18:00-19:00,139,Principal,mostradores,8.1,8.1,2025-07-09T18:40:00
1,Lunes (07/09),18:00-19:00,140,Principal,mostradores,7.3,7.3,2025-07-09T18:58:00
1,Lunes (07/09),18:00-19:00,141,Principal,mostradores,5.6,5.6,2025-07-09T18:53:00
1,Lunes (07/09),18:00-19:00,142,Principal,mostradores,6.0,6.0,2025-07-09T18:09:00
1,Lunes (07/09),18:00-19:00,143,Secundaria,mostradores,6.4,8.5,2025-07-09T18:05:00
1,Lunes (07/09),18:00-19:00,144,Secundaria,mostradores,9.5,11.9,2025-07-09T18:15:00
1,Lunes (07/09),18:00-19:00,145,Principal,mostradores,5.9,5.9,2025-07-09T18:07:00
1,Lunes (07/09),19:00-20:00,146,Principal,mostradores,9.8,9.8,2025-07-09T19:55:00
1,Lunes (07/09),19:00-20:00,147,Secundaria,mostradores,9.3,11.9,2025-07-09T19:42:00
1,Lunes (07/09),19:00-20:00,148,Principal,mostradores,7.4,7.4,2025-07-09T19:02:00
1,Lunes (07/09),19:00-20:00,149,Principal,mostradores,7.2,7.2,2025-07-09T19:17:00
1,Lunes (07/09),19:00-20:00,150,Principal,mostradores,7.0,7.0,2025-07-09T19:39:00
1,Lunes (07/09),19:00-20:00,151,Principal,mostradores,7.0,7.0,2025-07-09T19:17:00
1,Lunes (07/09),19:00-20:00,152,Principal,mostradores,6.9,6.9,2025-07-09T19:49:00
1,Lunes (07/09),19:00-20:00,153,Principal,mostradores,6.8,6.8,2025-07-09T19:50:00
1,Lunes (07/09),19:00-20:00,154,Principal,mostradores,6.4,6.4,2025-07-09T19:39:00
1,Lunes (07/09),19:00-20:00,155,Principal,mostradores,7.3,7.3,2025-07-09T19:55:00
1,Lunes (07/09),19:00-20:00,156,Principal,mostradores,7.5,7.5,2025-07-09T19:31:00
1,Lunes (07/09),19:00-20:00,157,Principal,mostradores,8.6,8.6,2025-07-09T19:58:00
1,Martes (08/09),09:00-10:00,158,Principal,mostradores,7.8,7.8,2025-08-09T09:34:00
1,Martes (08/09),09:00-10:00,159,Principal,mostradores,7.3,7.3,2025-08-09T09:31:00
1,Martes (08/09),09:00-10:00,160,Principal,mostradores,5.7,5.7,2025-08-09T09:03:00
1,Martes (08/09),09:00-10:00,161,Principal,mostradores,7.1,7.1,2025-08-09T09:00:00
1,Martes (08/09),09:00-10:00,162,Principal,mostradores,8.1,8.1,2025-08-09T09:20:00
1,Martes (08/09),09:00-10:00,163,Principal,mostradores,5.3,5.3,2025-08-09T09:29:00
1,Martes (08/09),09:00-10:00,164,Principal,mostradores,6.7,6.7,2025-08-09T09:22:00
1,Martes (08/09),09:00-10:00,165,Principal,mostradores,9.3,9.3,2025-08-09T09:39:00
1,Martes (08/09),09:00-10:00,166,Principal,mostradores,9.1,9.1,2025-08-09T09:58:00
1,Martes (08/09),09:00-10:00,167,Principal,mostradores,8.6,8.6,2025-08-09T09:56:00
1,Martes (08/09),09:00-10:00,168,Principal,mostradores,5.0,5.0,2025-08-09T09:34:00
1,Martes (08/09),09:00-10:00,169,Exploradora,mostradores,6.5,10.8,2025-08-09T09:33:00
1,Martes (08/09),09:00-10:00,170,Principal,mostradores,9.4,9.4,2025-08-09T09:44:00
1,Martes (08/09),09:00-10:00,171,Principal,mostradores,5.2,5.2,2025-08-09T09:47:00
1,Martes (08/09),09:00-10:00,172,Principal,mostradores,5.1,5.1,2025-08-09T09:01:00
1,Martes (08/09),09:00-10:00,173,Principal,mostradores,10.0,10.0,2025-08-09T09:50:00
1,Martes (08/09),09:00-10:00,174,Principal,mostradores,8.3,8.3,2025-08-09T09:05:00
1,Martes (08/09),09:00-10:00,175,Principal,mostradores,10.0,10.0,2025-08-09T09:38:00
1,Martes (08/09),09:00-10:00,176,Exploradora,mostradores,5.0,8.8,2025-08-09T09:02:00
1,Martes (08/09),09:00-10:00,177,Principal,mostradores,10.0,10.0,2025-08-09T09:59:00
1,Martes (08/09),09:00-10:00,178,Principal,mostradores,9.5,9.5,2025-08-09T09:17:00
1,Martes (08/09),10:00-11:00,179,Principal,mostradores,5.0,5.0,2025-08-09T10:59:00
1,Martes (08/09),10:00-11:00,180,Principal,mostradores,6.3,6.3,2025-08-09T10:12:00
1,Martes (08/09),10:00-11:00,181,Principal,mostradores,6.4,6.4,2025-08-09T10:13:00
1,Martes (08/09),10:00-11:00,182,Principal,mostradores,5.1,5.1,2025-08-09T10:45:00
1,Martes (08/09),10:00-11:00,183,Principal,mostradores,8.8,8.8,2025-08-09T10:06:00
1,Martes (08/09),10:00-11:00,184,Principal,mostradores,7.7,7.7,2025-08-09T10:41:00
1,Martes (08/09),10:00-11:00,185,Principal,mostradores,6.4,6.4,2025-08-09T10:49:00
1,Martes (08/09),10:00-11:00,186,Principal,mostradores,7.6,7.6,2025-08-09T10:49:00
1,Martes (08/09),10:00-11:00,187,Principal,mostradores,9.4,9.4,2025-08-09T10:39:00
1,Martes (08/09),10:00-11:00,188,Principal,mostradores,7.1,7.1,2025-08-09T10:43:00
1,Martes (08/09),10:00-11:00,189,Principal,mostradores,5.0,5.0,2025-08-09T10:35:00
1,Martes (08/09),10:00-11:00,190,Principal,mostradores,7.0,7.0,2025-08-09T10:38:00
1,Martes (08/09),10:00-11:00,191,Principal,mostradores,5.0,5.0,2025-08-09T10:12:00
1,Martes (08/09),10:00-11:00,192,Principal,mostradores,5.0,5.0,2025-08-09T10:23:00
1,Martes (08/09),10:00-11:00,193,Principal,mostradores,8.5,8.5,2025-08-09T10:13:00
1,Martes (08/09),10:00-11:00,194,Principal,mostradores,5.6,5.6,2025-08-09T10:20:00
1,Martes (08/09),10:00-11:00,195,Principal,mostradores,5.7,5.7,2025-08-09T10:51:00
1,Martes (08/09),10:00-11:00,196,Principal,mostradores,5.0,5.0,2025-08-09T10:32:00
1,Martes (08/09),10:00-11:00,197,Principal,mostradores,8.6,8.6,2025-08-09T10:04:00
1,Martes (08/09),10:00-11:00,198,Principal,mostradores,6.5,6.5,2025-08-09T10:00:00
1,Martes (08/09),10:00-11:00,199,Principal,mostradores,6.4,6.4,2025-08-09T10:41:00
1,Martes (08/09),10:00-11:00,200,Secundaria,mostradores,7.0,9.3,2025-08-09T10:28:00
1,Martes (08/09),10:00-11:00,201,Principal,mostradores,9.8,9.8,2025-08-09T10:54:00
1,Martes (08/09),10:00-11:00,202,Principal,mostradores,6.1,6.1,2025-08-09T10:53:00
1,Martes (08/09),10:00-11:00,203,Principal,mostradores,9.2,9.2,2025-08-09T10:34:00
1,Martes (08/09),10:00-11:00,204,Principal,mostradores,5.3,5.3,2025-08-09T10:30:00
1,Martes (08/09),11:00-12:00,205,Principal,mostradores,7.4,7.4,2025-08-09T11:11:00
1,Martes (08/09),11:00-12:00,206,Principal,mostradores,7.3,7.3,2025-08-09T11:52:00
1,Martes (08/09),11:00-12:00,207,Principal,mostradores,5.0,5.0,2025-08-09T11:45:00
1,Martes (08/09),11:00-12:00,208,Secundaria,mostradores,8.8,11.2,2025-08-09T11:38:00
1,Martes (08/09),11:00-12:00,209,Principal,mostradores,6.1,6.1,2025-08-09T11:11:00
1,Martes (08/09),11:00-12:00,210,Principal,mostradores,8.8,8.8,2025-08-09T11:11:00
1,Martes (08/09),11:00-12:00,211,Principal,mostradores,10.0,10.0,2025-08-09T11:38:00
1,Martes (08/09),11:00-12:00,212,Principal,mostradores,9.2,9.2,2025-08-09T11:45:00
1,Martes (08/09),11:00-12:00,213,Principal,mostradores,7.3,7.3,2025-08-09T11:39:00
1,Martes (08/09),11:00-12:00,214,Principal,mostradores,10.0,10.0,2025-08-09T11:24:00
1,Martes (08/09),11:00-12:00,215,Principal,mostradores,6.5,6.5,2025-08-09T11:15:00
1,Martes (08/09),11:00-12:00,216,Secundaria,mostradores,9.1,12.1,2025-08-09T11:28:00
1,Martes (08/09),11:00-12:00,217,Principal,mostradores,5.5,5.5,2025-08-09T11:50:00
1,Martes (08/09),11:00-12:00,218,Principal,mostradores,10.0,10.0,2025-08-09T11:51:00
1,Martes (08/09),11:00-12:00,219,Principal,mostradores,9.7,9.7,2025-08-09T11:23:00
1,Martes (08/09),11:00-12:00,220,Principal,mostradores,6.5,6.5,2025-08-09T11:48:00
1,Martes (08/09),11:00-12:00,221,Principal,mostradores,5.0,5.0,2025-08-09T11:10:00
1,Martes (08/09),11:00-12:00,222,Principal,mostradores,8.7,8.7,2025-08-09T11:05:00
1,Martes (08/09),11:00-12:00,223,Principal,mostradores,6.0,6.0,2025-08-09T11:00:00
1,Martes (08/09),11:00-12:00,224,Secundaria,mostradores,7.3,9.3,2025-08-09T11:12:00
1,Martes (08/09),11:00-12:00,225,Principal,mostradores,5.3,5.3,2025-08-09T11:15:00
1,Martes (08/09),11:00-12:00,226,Principal,mostradores,9.6,9.6,2025-08-09T11:55:00
1,Martes (08/09),11:00-12:00,227,Principal,mostradores,5.1,5.1,2025-08-09T11:26:00
1,Martes (08/09),11:00-12:00,228,Principal,mostradores,5.0,5.0,2025-08-09T11:45:00
1,Martes (08/09),11:00-12:00,229,Principal,mostradores,5.0,5.0,2025-08-09T11:58:00
1,Martes (08/09),11:00-12:00,230,Principal,mostradores,5.9,5.9,2025-08-09T11:38:00
1,Martes (08/09),11:00-12:00,231,Principal,mostradores,5.7,5.7,2025-08-09T11:46:00
1,Martes (08/09),11:00-12:00,232,Principal,mostradores,6.0,6.0,2025-08-09T11:45:00
1,Martes (08/09),11:00-12:00,233,Principal,mostradores,6.9,6.9,2025-08-09T11:36:00
1,Martes (08/09),11:00-12:00,234,Principal,mostradores,6.6,6.6,2025-08-09T11:23:00
1,Martes (08/09),11:00-12:00,235,Principal,mostradores,5.9,5.9,2025-08-09T11:49:00
1,Martes (08/09),11:00-12:00,236,Principal,mostradores,9.2,9.2,2025-08-09T11:06:00
1,Martes (08/09),11:00-12:00,237,Principal,mostradores,9.3,9.3,2025-08-09T11:21:00
1,Martes (08/09),11:00-12:00,238,Principal,mostradores,10.0,10.0,2025-08-09T11:54:00
1,Martes (08/09),11:00-12:00,239,Principal,mostradores,7.0,7.0,2025-08-09T11:16:00
1,Martes (08/09),11:00-12:00,240,Principal,mostradores,7.7,7.7,2025-08-09T11:43:00
1,Martes (08/09),11:00-12:00,241,Principal,mostradores,6.8,6.8,2025-08-09T11:40:00
1,Martes (08/09),11:00-12:00,242,Principal,mostradores,5.3,5.3,2025-08-09T11:30:00
1,Martes (08/09),11:00-12:00,243,Principal,mostradores,7.9,7.9,2025-08-09T11:42:00
1,Martes (08/09),12:00-13:00,244,Principal,mostradores,7.7,7.7,2025-08-09T12:48:00
1,Martes (08/09),12:00-13:00,245,Principal,mostradores,5.0,5.0,2025-08-09T12:55:00
1,Martes (08/09),12:00-13:00,246,Principal,mostradores,5.9,5.9,2025-08-09T12:53:00
1,Martes (08/09),12:00-13:00,247,Principal,mostradores,8.2,8.2,2025-08-09T12:05:00
1,Martes (08/09),12:00-13:00,248,Principal,mostradores,7.1,7.1,2025-08-09T12:17:00
1,Martes (08/09),12:00-13:00,249,Principal,mostradores,9.0,9.0,2025-08-09T12:33:00
1,Martes (08/09),12:00-13:00,250,Principal,mostradores,5.0,5.0,2025-08-09T12:48:00
1,Martes (08/09),12:00-13:00,251,Principal,mostradores,6.8,6.8,2025-08-09T12:39:00
1,Martes (08/09),12:00-13:00,252,Principal,mostradores,7.9,7.9,2025-08-09T12:31:00
1,Martes (08/09),12:00-13:00,253,Principal,mostradores,6.7,6.7,2025-08-09T12:47:00
1,Martes (08/09),12:00-13:00,254,Exploradora,mostradores,7.9,11.4,2025-08-09T12:37:00
1,Martes (08/09),12:00-13:00,255,Principal,mostradores,7.4,7.4,2025-08-09T12:58:00
1,Martes (08/09),12:00-13:00,256,Principal,mostradores,8.0,8.0,2025-08-09T12:50:00
1,Martes (08/09),12:00-13:00,257,Principal,mostradores,8.1,8.1,2025-08-09T12:37:00
1,Martes (08/09),12:00-13:00,258,Principal,mostradores,5.0,5.0,2025-08-09T12:30:00
1,Martes (08/09),12:00-13:00,259,Principal,mostradores,7.5,7.5,2025-08-09T12:41:00
1,Martes (08/09),12:00-13:00,260,Principal,mostradores,7.2,7.2,2025-08-09T12:01:00
1,Martes (08/09),12:00-13:00,261,Principal,mostradores,7.5,7.5,2025-08-09T12:31:00
1,Martes (08/09),12:00-13:00,262,Principal,mostradores,5.1,5.1,2025-08-09T12:04:00
1,Martes (08/09),12:00-13:00,263,Principal,mostradores,6.9,6.9,2025-08-09T12:51:00
1,Martes (08/09),12:00-13:00,264,Principal,mostradores,10.0,10.0,2025-08-09T12:50:00
1,Martes (08/09),12:00-13:00,265,Principal,mostradores,10.0,10.0,2025-08-09T12:23:00
1,Martes (08/09),12:00-13:00,266,Principal,mostradores,9.1,9.1,2025-08-09T12:01:00
1,Martes (08/09),12:00-13:00,267,Principal,mostradores,10.0,10.0,2025-08-09T12:38:00
1,Martes (08/09),12:00-13:00,268,Principal,mostradores,6.6,6.6,2025-08-09T12:34:00
1,Martes (08/09),12:00-13:00,269,Principal,mostradores,6.1,6.1,2025-08-09T12:23:00
1,Martes (08/09),12:00-13:00,270,Principal,mostradores,9.7,9.7,2025-08-09T12:51:00
1,Martes (08/09),12:00-13:00,271,Principal,mostradores,8.6,8.6,2025-08-09T12:56:00
1,Martes (08/09),12:00-13:00,272,Principal,mostradores,7.9,7.9,2025-08-09T12:27:00
1,Martes (08/09),12:00-13:00,273,Principal,mostradores,5.0,5.0,2025-08-09T12:50:00
